images,ENCODINGS
../test_images/Bahari_HARW-14-00280.R4/image57.jpg,"[ -1.19233094e-02   2.72548441e-02  -1.33209396e-02   2.15698723e-02
   1.15793096e-02  -1.73675455e-02   4.60179616e-03   1.13724032e-02
   2.73813922e-02   1.48491319e-02   2.70686001e-02   1.86825357e-02
   2.57467423e-02   5.70500130e-03  -5.96907036e-03  -2.67691351e-03
  -1.15597295e-02   2.58206055e-02  -1.41994776e-02  -1.02210566e-02
   3.74908224e-02   3.53715830e-02  -3.95680778e-03   2.12676022e-02
  -2.16528811e-02   2.90077440e-02  -2.91589554e-02  -2.46163178e-02
   2.74778884e-02   6.56288257e-03  -3.63040082e-02  -3.96579644e-03
   4.03699931e-03  -2.15289369e-02   6.34850608e-03   1.13812415e-02
  -1.70263052e-02   1.84709709e-02   3.28832911e-03  -2.32964624e-02
  -2.19316799e-02   2.38869358e-02  -3.66512053e-02  -3.45018432e-02
  -4.15989989e-03  -6.85164472e-03  -3.56205879e-03  -2.56741159e-02
   3.18838283e-02   8.54228809e-03   3.56092816e-03   1.49940550e-02
  -1.63300112e-02  -1.84555538e-02  -2.08513476e-02  -2.49315239e-02
   3.38052846e-02   1.00846393e-02  -1.62097625e-02  -4.01991932e-03
   1.30604142e-02  -2.02901028e-02  -1.42774237e-02  -1.08536473e-02
  -3.28680798e-02  -1.27830412e-02  -1.81123167e-02  -6.88289478e-03
   4.16518524e-02  -2.13222932e-02  -2.34650858e-02   1.60610247e-02
  -1.10268295e-02   2.03542504e-02  -7.49455066e-03   2.80379802e-02
   4.09306996e-02   1.09581156e-02   1.12489900e-02  -1.81451458e-02
   2.77056135e-02  -1.06519775e-03  -1.80776007e-02   2.52741687e-02
   9.79743339e-03   5.77198714e-03  -4.57643811e-03   1.25279343e-02
  -2.48383004e-02  -2.08259304e-03  -1.42744626e-03   1.57634430e-02
  -3.69554758e-03   1.80421062e-02   3.73563208e-02  -4.51054540e-04
   2.55507249e-02  -1.04287146e-02  -2.00111996e-02   8.48537311e-03
  -1.76494978e-02  -1.83522180e-02  -2.84659434e-02   1.55038470e-02
   1.34227239e-02   3.90900811e-03   9.51277930e-03   4.96021099e-03
   3.77986804e-02  -1.88794322e-02  -7.45692942e-03   8.06424581e-03
   1.37292198e-03   1.78322401e-02   2.49828938e-02  -8.37250985e-03
   4.44673642e-05  -2.29727123e-02   2.73677558e-02  -9.55292396e-03
  -8.58820044e-03  -2.73605082e-02  -7.95119442e-03  -2.03705747e-02
  -1.36817778e-02   2.39196587e-02   5.45420237e-02   5.59822598e-04]"
../test_images/Bahari_HARW-14-00280.R4/image25.jpg,"[  2.22918354e-02  -4.33606319e-02  -4.70319646e-05   3.37911211e-02
   1.30303204e-02  -1.61262564e-02  -9.62562114e-03  -1.89673118e-02
  -5.03593870e-03  -3.32067534e-02   2.18446227e-03   1.17945559e-02
   4.80017206e-03  -4.54998482e-03  -2.45258911e-03   3.33809201e-03
  -3.64104286e-02   3.09611764e-02   3.57909240e-02   5.04663307e-03
  -1.86485760e-02  -6.58172509e-03  -5.30451769e-03   1.05382279e-02
   3.18315183e-03  -1.62326801e-03   1.18890451e-02   2.64468114e-03
   5.75979911e-02  -8.31734110e-03  -1.52522596e-02  -9.10475105e-03
  -7.66577525e-03  -1.19961109e-02  -1.21821673e-03  -1.18336668e-02
  -1.44002642e-02   1.74040406e-03  -2.10959688e-02  -6.73845131e-03
   2.78623328e-02  -8.22147261e-03  -3.94304246e-02   1.12258140e-02
  -1.64272413e-02   1.39784636e-02  -1.68555025e-02  -5.79481665e-03
  -9.87233245e-04  -1.13902753e-02   6.23385655e-03  -3.34763117e-02
   2.01890580e-02   4.06188611e-03  -1.31372772e-02  -4.27185791e-03
  -4.03647348e-02  -3.57350754e-03   1.22472076e-02  -1.28378104e-02
   1.06992889e-02   8.75946507e-03   3.25961038e-02  -1.29329385e-02
  -8.46396945e-03   1.26233930e-02  -3.06456257e-03   2.18816679e-02
  -2.95424135e-03  -1.69059597e-02   6.10860018e-03  -2.38414779e-02
  -2.24480741e-02  -2.44476460e-03   4.01397143e-03   2.34208554e-02
  -4.20500338e-03   3.18594906e-03  -3.22506838e-02   3.85821760e-02
   1.48526449e-02   1.69739854e-02   2.14693951e-04   2.57066712e-02
  -1.64181553e-02   3.71598043e-02   4.86279540e-02  -2.37082262e-02
  -1.34355687e-02   8.07904918e-03   5.20703197e-03  -1.30591700e-02
   1.41849797e-02   3.94532830e-02  -2.61024553e-02   1.56955067e-02
   7.09149893e-03   6.84434222e-03  -9.53476224e-03   3.94405751e-03
   3.51658207e-03   1.78035423e-02   3.79234180e-03   3.09199058e-02
  -1.59138124e-02   2.39996873e-02  -9.89541411e-03   8.35947320e-03
   3.38723301e-03   3.90697177e-03   3.38268466e-02  -4.00469219e-03
  -3.54051106e-02  -2.88913790e-02  -2.56766807e-02  -3.56492437e-02
  -1.18832290e-02   2.78751124e-02  -3.27851139e-02  -3.49979615e-03
  -9.94553510e-03   3.32449675e-02  -3.57294083e-02  -2.37484872e-02
  -3.04892734e-02  -1.04587451e-02  -2.18226369e-02  -1.32643767e-02]"
../test_images/Bahari_HARW-14-00280.R4/image22.jpg,"[ 0.00422107  0.04561519  0.0218592  -0.0228105  -0.00775349  0.02413936
 -0.02454942  0.00608864 -0.00072111 -0.00647497 -0.03862836  0.00274148
  0.00403958  0.00590351  0.00910388  0.01035364 -0.04344144 -0.01022548
  0.00474957  0.02730869  0.02036834  0.02130198 -0.00980019 -0.01791793
  0.02628658 -0.00439981  0.02095889 -0.03622489  0.00446111 -0.03152987
 -0.01526177  0.03987073  0.03580951 -0.03079805 -0.01424441 -0.01986242
 -0.01366204 -0.0264802   0.02396999 -0.02579635  0.01076936 -0.00054247
 -0.01390234 -0.01740643  0.02222529  0.0243544  -0.00885343  0.01227531
 -0.02965523  0.04883978  0.03569655 -0.00425626  0.00337897  0.00893878
 -0.01002922 -0.02978275  0.00391696 -0.00942022  0.02267805  0.00476933
  0.01208562  0.01630648  0.02777786 -0.03045911 -0.00548985  0.00251067
 -0.01245422  0.00476588  0.03880617  0.00347735 -0.01198009 -0.03994757
 -0.01191587 -0.01286143 -0.02646362  0.01533078  0.00676036  0.00707774
  0.04554823 -0.02335768 -0.01351291  0.01584042 -0.00711961  0.00928589
 -0.00317611  0.00425645 -0.02476862  0.00365473 -0.01437625  0.01999379
  0.0241148  -0.01682706  0.00968004 -0.00990087  0.00537339 -0.01868649
  0.00249594  0.01740514  0.00625386  0.00689573 -0.02105112  0.03706384
 -0.0183826   0.03048513 -0.02708387 -0.01127869 -0.01233871  0.00559393
 -0.0329014   0.00033483 -0.00964613  0.01824221 -0.01038168 -0.02869486
  0.00078974 -0.03149463 -0.0131863   0.04729997  0.00171399  0.0022213
 -0.01570444 -0.01684677  0.0016668  -0.02599226 -0.01403077  0.00684335
  0.03013081  0.01140516]"
../test_images/Bahari_HARW-14-00280.R4/image53.jpg,"[ 0.02571004 -0.01583757 -0.03128023  0.00606555  0.00703578  0.0064602
 -0.00094986 -0.01729102  0.01476357  0.0369083   0.00533628 -0.03080783
  0.0245831   0.00217624 -0.00508593  0.00399447  0.01378568  0.00870633
  0.01810052 -0.00742964  0.02658295 -0.01499977  0.00166334 -0.00342766
  0.03371028 -0.04600095 -0.00279302  0.00466268 -0.01087844 -0.03746611
  0.01968793  0.01037373 -0.02983242 -0.00957703  0.0280997   0.0206252
  0.00834708  0.013372    0.00442359  0.00451464 -0.01441427  0.00658973
 -0.01330601 -0.02512886 -0.0033055  -0.01667539  0.00677073  0.01139069
 -0.00877779 -0.03252834 -0.02311775  0.02975413 -0.00063643 -0.00263563
 -0.00541013 -0.03997056  0.02759051  0.01343048 -0.05805519  0.01761324
 -0.00212229 -0.02451118 -0.00273303 -0.00833102 -0.0242593  -0.01895578
 -0.03500812 -0.00359101 -0.0016209   0.04823289  0.0012685   0.01231115
 -0.02064345 -0.00917806 -0.01523973 -0.02341567 -0.01989551  0.03325469
  0.02932792  0.02778755  0.01874837 -0.01813293  0.00331436  0.02479953
  0.01540754  0.01908077 -0.01810062 -0.00752397  0.01660806 -0.00045685
  0.07695942 -0.03272951  0.0073379   0.00230536 -0.02571564  0.01340142
 -0.03286116  0.0266826  -0.03862801  0.01141176 -0.02165368 -0.02852447
 -0.03976171 -0.02433065 -0.01786449  0.017981   -0.01142506  0.00672863
 -0.03293789 -0.00671929 -0.02590561  0.00749842  0.01850073 -0.04566356
  0.02566252 -0.00258495  0.0571645   0.03667507  0.00309825 -0.02570129
 -0.02907585 -0.00811812  0.01284569  0.02854057  0.00054482  0.00455733
  0.00210981 -0.01118762]"
../test_images/Bahari_HARW-14-00280.R4/image20.jpg,"[ 0.02857039 -0.01837995 -0.02548072 -0.02017635  0.01171581 -0.00792598
 -0.00409186  0.00305417 -0.01130707  0.03707159 -0.01731534  0.00690369
  0.01140583  0.02131436 -0.016915    0.00946148 -0.02607124 -0.01665008
 -0.00784887 -0.00841559 -0.01192744 -0.04141495 -0.00455514 -0.0369065
  0.0104143  -0.02350648 -0.01620353 -0.02922142 -0.01712137 -0.05326555
 -0.00386711 -0.00839878 -0.04815448 -0.01276225 -0.00832671 -0.00694798
  0.05548602 -0.04530796 -0.01934468 -0.0403853  -0.02699975 -0.00309463
 -0.01726124  0.01738445 -0.02342854  0.0061202  -0.04787242  0.05354314
 -0.03582207 -0.02713959 -0.00855583  0.03344155  0.01533986  0.00503177
 -0.01095092 -0.01678085  0.04119466 -0.02900674 -0.0132503  -0.00494005
  0.02575125  0.00271346  0.02035097 -0.01823286  0.02065521 -0.022121
 -0.01055257 -0.02390027 -0.02882233 -0.01566919 -0.00041529  0.02857392
  0.03060412 -0.00243798 -0.02862174 -0.01554133 -0.01256691 -0.01393037
 -0.03722394 -0.01165033  0.00963146 -0.02896962  0.01368068  0.01761519
  0.02796244 -0.02774515 -0.0057603   0.03986569 -0.03444277 -0.01665664
 -0.0283857   0.02070467 -0.00420295 -0.01819813 -0.03437204  0.01640537
 -0.00403196  0.01454696  0.0137214  -0.00441882  0.0109897  -0.00464049
  0.02232074 -0.01569391 -0.04045392  0.02138728 -0.02644995  0.00627786
  0.02436246 -0.00444488 -0.04690805  0.00526049  0.03039991  0.03130528
  0.00950626  0.00716595 -0.00733476 -0.00099963 -0.0365699  -0.0055973
 -0.01992672 -0.02068974  0.02605739  0.00023002 -0.02153835  0.00163732
 -0.00304246  0.00673284]"
../test_images/Bahari_HARW-14-00280.R4/image31.jpg,"[ 0.00915712 -0.01506541 -0.00769377 -0.00560813  0.01646475 -0.01409947
 -0.00917071 -0.01986853 -0.05862269  0.02796381  0.0083914  -0.00307333
 -0.00922696  0.02937936  0.00196173 -0.00284723  0.0287311   0.02028782
  0.01138869 -0.01801313  0.01893563  0.02542282  0.01650094  0.01881885
  0.04270894  0.00948898  0.00183257  0.01665487 -0.0034429  -0.00916297
  0.00023302 -0.00460437  0.01336168 -0.02498396 -0.00844296  0.00992888
 -0.02671233 -0.00802653 -0.00037074  0.01372068  0.01237468 -0.01509705
 -0.00826928  0.03022508 -0.00106072  0.0101946  -0.01176481 -0.01927198
 -0.00432433  0.01372392  0.03802681  0.04334613  0.02510064 -0.01124643
  0.01240054 -0.02657828 -0.01603358  0.00894853  0.01673426 -0.00887264
  0.01949379  0.00358323  0.0216819  -0.00148128  0.00890899  0.02668013
 -0.00276572  0.01939696  0.04045562  0.00527478  0.02447007  0.0228312
  0.01735169  0.00932427  0.02044521  0.01363428  0.0166316   0.00912257
 -0.04486696 -0.02551786  0.00355851 -0.0090481   0.02345648  0.01612863
  0.01128065  0.009236    0.01311936  0.01221865  0.00920881  0.01877813
  0.0211698  -0.01851144 -0.02227762  0.00741226  0.01154505 -0.03555137
  0.00976574  0.00736754 -0.01945266  0.0056647  -0.01621777 -0.02408267
  0.0243427  -0.01312264  0.01253035  0.0173041   0.011272    0.00123764
  0.01833817  0.01819268 -0.02607259  0.01155622 -0.01466682 -0.03344758
 -0.02291186  0.03676708 -0.00104258 -0.00991554  0.00227382  0.03935972
 -0.01433684 -0.0201626  -0.00033181  0.01496857  0.00961147 -0.02523243
  0.02498979  0.00215365]"
../test_images/Bahari_HARW-14-00280.R4/image2.jpg,"[ 0.05376607  0.00496801 -0.03886264 -0.01932286 -0.0168102   0.02298076
  0.00950552  0.01279766 -0.01477525 -0.00227535  0.02821846 -0.00906393
 -0.01157961 -0.01682099  0.00986821  0.01784475 -0.03449715 -0.04750971
 -0.03393923  0.0287067   0.00883442  0.01787445  0.03255299 -0.02101121
 -0.01974971  0.00807049 -0.00775981  0.00787444  0.01908018 -0.01084455
 -0.0116743   0.01331636 -0.0191831   0.01139089 -0.0099721   0.02638867
  0.00104083 -0.00939476  0.01103245 -0.02780726 -0.02080681 -0.00566117
  0.03217391  0.0202085  -0.02454138 -0.01943805  0.03796382 -0.00037923
  0.02019731 -0.01760009 -0.0020185  -0.00872639  0.00745798 -0.02076565
  0.02684654  0.00106482 -0.00323955 -0.00373129 -0.01489303  0.00573021
  0.01727117 -0.01534907  0.02946004  0.00178935 -0.01186746  0.02304372
 -0.00711303  0.02188628 -0.00953604  0.03433724  0.00220095 -0.01379159
  0.0168377  -0.00793065  0.01508676 -0.01051546  0.03886561  0.00118694
 -0.00682356 -0.0043956  -0.01168695  0.00153664  0.00622076  0.01649239
 -0.02674252  0.00728459 -0.00441675  0.02559925  0.0120284  -0.01401218
  0.01845679 -0.03510536  0.00816376  0.01730159 -0.01084578  0.0470793
 -0.00509372  0.0240045   0.00251068 -0.01190136  0.00712716  0.0056845
  0.00719163  0.03308693 -0.00351587  0.01574478 -0.06318815 -0.00600865
 -0.00654576 -0.00714795 -0.03304253 -0.04120312  0.01856419  0.01363616
  0.01156771 -0.02249055 -0.03260495 -0.0011095  -0.00116305 -0.02900859
 -0.01462495 -0.00276845 -0.00338859 -0.01033605  0.01193786  0.02348504
 -0.01566068  0.01660108]"
../test_images/Bahari_HARW-14-00280.R4/image58.jpg,"[ -6.88939868e-03  -4.46230546e-02  -1.99064538e-02  -1.13741281e-02
   8.50226171e-03  -1.89234614e-02   2.84418259e-02   1.22333725e-03
  -9.97715257e-03   7.67339999e-03   1.62932556e-02  -1.73293483e-02
   2.13954002e-02   4.48283926e-02   3.99546772e-02   5.06573617e-02
  -1.80831701e-02   3.05558788e-03  -1.72809549e-02  -4.13947329e-02
   1.00706862e-02   2.99569387e-02  -8.66922084e-03   2.28757896e-02
   6.29745238e-03   4.18345220e-02  -3.32610635e-03   1.73492860e-02
  -2.44654156e-03  -2.43543517e-02  -3.31222266e-02   2.39616563e-03
   8.18441994e-03   1.85356960e-02   1.02700563e-02  -4.13621962e-02
  -3.51268388e-02   2.97390353e-02  -3.98868732e-02   2.24516075e-02
   7.68150610e-04  -3.04128528e-02  -7.41852354e-03   4.87921573e-02
   2.07674503e-02   1.76783092e-02  -1.34325167e-02   2.73750089e-02
  -1.27472579e-02   2.27694530e-02   7.48021808e-03  -1.02382358e-02
   6.34835940e-03  -1.65642276e-02  -2.98334453e-02  -3.30475532e-02
   4.62577231e-02  -3.57942190e-03   2.16475464e-02   1.69568788e-02
  -8.67792126e-03  -2.16654576e-02  -3.68572050e-03   6.35249866e-03
   4.91471379e-04   4.11565267e-02   3.40639451e-03  -9.03695822e-03
  -7.31255300e-03   2.14231778e-02  -1.74823217e-02   2.85309982e-02
  -8.03195685e-03   4.89572249e-03   1.92437917e-02  -1.72359031e-02
   3.00150784e-03  -5.04134521e-02   3.81422639e-02   9.02629830e-03
   8.83103162e-03  -4.50596847e-02  -1.47326170e-02   1.26827834e-03
   1.30124539e-02   3.16233980e-03  -2.49885116e-03   1.87101699e-02
   1.49149345e-02  -3.61510962e-02   5.23860846e-03   6.78331219e-03
   3.05328388e-02  -4.48358394e-02   4.64624092e-02  -1.37887718e-02
   4.61357122e-05   2.39589792e-02  -1.20159774e-03   3.24865840e-02
   9.49135609e-03   1.23929596e-02  -2.12051459e-02   3.22257802e-02
   2.07807519e-03  -1.15385065e-02  -1.94502138e-02   1.03483014e-02
  -5.00008687e-02   3.70786525e-02   5.45854820e-03   2.40901280e-02
   5.28652780e-03  -1.50084635e-02   2.60350071e-02  -2.89063193e-02
   3.77022848e-02  -1.74613274e-03  -1.46165220e-02  -2.40915045e-02
  -1.43129844e-02   1.99067057e-03   2.66389493e-02   1.37563013e-02
   1.26067391e-02  -2.57478617e-02   1.44071672e-02  -9.10271611e-03]"
../test_images/Bahari_HARW-14-00280.R4/image59.jpg,"[ 0.04072283  0.00378286 -0.04242412  0.0266645   0.00023525 -0.01417072
 -0.04932516  0.01524994 -0.01013063  0.03877112  0.00890286  0.00430066
  0.00092767 -0.01665755  0.00413811  0.03676427 -0.00949157 -0.00533991
 -0.0226198   0.0110602  -0.01361304 -0.02612888 -0.01067167  0.01572616
 -0.01766656 -0.00903963 -0.00928094  0.02660134  0.02632042  0.00394397
 -0.01902512 -0.02056789 -0.01003266 -0.00594055  0.02480736  0.02896219
 -0.00060815  0.00307399  0.02287313 -0.00770596  0.00252641  0.00780982
  0.02851595  0.02892556 -0.00520644 -0.0445479  -0.00863302  0.0115043
  0.03015727  0.03687169  0.02418036 -0.01553535  0.02755671 -0.02370042
  0.02131232  0.03175001 -0.03460838  0.00541253  0.0302022  -0.00762606
  0.00376415  0.01722867  0.02189729 -0.01940296 -0.00825388  0.00725507
  0.00536924 -0.01567764  0.00890835 -0.00952036  0.02623411  0.00922083
 -0.01596403 -0.00191641  0.01148445  0.00044098  0.00219366  0.01673521
  0.01751699  0.02805433 -0.01343766  0.0162175  -0.02233709 -0.0192341
 -0.01391022 -0.0330383   0.01746942  0.02683933 -0.00768574  0.01592655
 -0.01176886  0.00715266 -0.02126331  0.00691841  0.03107801 -0.02386401
 -0.00586202  0.03157672  0.01691697  0.030659    0.0118541   0.04396486
  0.02204811 -0.05028969 -0.0098153  -0.02694555 -0.02433353 -0.01397353
  0.00274207  0.01166163 -0.00870797 -0.0039203   0.01094095 -0.01958022
  0.00390455  0.01413187 -0.00389889  0.0553655   0.00090952  0.00476524
  0.00852458 -0.03513151  0.00646973 -0.02869456  0.01288712 -0.03183043
  0.00250831 -0.0038353 ]"
../test_images/Bahari_HARW-14-00280.R4/image33.jpg,"[ 0.01283587 -0.01939945  0.00432961  0.02522376  0.03292745  0.01057475
 -0.01454525 -0.03762154  0.0206047  -0.0029764  -0.00644014 -0.02600784
  0.02839195 -0.0256588  -0.02575065  0.02294183 -0.04211557 -0.01163383
 -0.02261223  0.03090896 -0.02766804  0.00731028 -0.03717894 -0.00471242
  0.00269211  0.0094009  -0.00818143  0.02756382  0.0201623   0.00991152
 -0.02093554  0.00079945 -0.00395518  0.00078805 -0.01802359  0.0163121
 -0.03451288 -0.00027395 -0.00669187  0.00852044  0.00075368 -0.00189336
 -0.01917348 -0.02882295 -0.00419245  0.04185173 -0.01218178 -0.01349278
  0.00489737  0.04494308  0.04446287 -0.01841273 -0.00035057 -0.02392986
 -0.00320776  0.01670585  0.00143523  0.00840878 -0.01723338 -0.01332547
 -0.00744343 -0.00670204 -0.00225737 -0.03773695  0.02388304 -0.02006736
 -0.01054119  0.01021025 -0.00043042 -0.01949422  0.00259999  0.00029362
  0.01370673 -0.00484457  0.01036757  0.02022133 -0.03767262  0.02630802
 -0.02411448  0.01408718  0.01340896  0.03289425  0.00962861  0.01410644
  0.01441936 -0.00277912 -0.02777501 -0.00359344 -0.01489567  0.00247369
  0.02820633 -0.03110502  0.01164977 -0.00680484  0.02204593 -0.01254027
 -0.00715883 -0.01311895 -0.03319362  0.00876606  0.04679767 -0.00323853
  0.00402258 -0.01198245  0.01078418 -0.0351682   0.00617398 -0.02448141
  0.00344881  0.01233959  0.02102515 -0.03538172  0.0058346  -0.02832424
 -0.0111475  -0.04377825 -0.01637878  0.01730086  0.00543201 -0.00429139
 -0.0060873   0.02168672 -0.00812624 -0.0180551  -0.00669466  0.03426865
 -0.00942613  0.04167828]"
../test_images/Bahari_HARW-14-00280.R4/image60.jpg,"[-0.02511181 -0.01879868 -0.01635071  0.03673612 -0.03426837  0.00860671
 -0.03667786  0.02041463 -0.01413241  0.03473452 -0.00664214 -0.00780141
  0.00382259  0.01240343  0.01841127  0.01175492  0.02349712 -0.01332794
 -0.02647462 -0.00975308  0.01886254 -0.02976446 -0.00525894 -0.03116239
 -0.02531067 -0.00841672  0.03861892  0.02224223  0.01291217  0.02367521
  0.03465583 -0.00097833 -0.00449832  0.03930602  0.01588687  0.02249401
  0.00024688  0.03495105  0.02572998  0.01242041 -0.00474262 -0.01124333
  0.00888951  0.00659925  0.00449484 -0.01287427 -0.00288118 -0.01211978
 -0.01406563  0.04954704 -0.0070554  -0.04481434  0.03413092  0.00044164
  0.00128303  0.01590894 -0.00627991  0.01092089 -0.01416002  0.00055991
  0.00883038  0.01840653  0.03725933 -0.01467203 -0.00381422  0.01941492
 -0.00405163 -0.02338804  0.0107283   0.04239333 -0.00737239  0.00269946
 -0.01090778  0.02941756 -0.01203622 -0.01141929 -0.03821009 -0.00145268
  0.00415051  0.00676856  0.0298624  -0.01276448  0.03594089 -0.04541344
 -0.02867757  0.0206808   0.02477509 -0.0393361   0.02884208  0.01537946
 -0.00647411  0.0151633  -0.02664784  0.0165194   0.0153777  -0.01424686
  0.02795612 -0.03455228  0.01501576  0.00767345  0.01010303  0.03433742
 -0.00088394  0.02273146  0.01052302  0.01186656 -0.01705508  0.00118325
 -0.01003254 -0.00674146 -0.01677651 -0.02969439  0.02683875 -0.01904258
 -0.02120003 -0.01693152  0.03857678 -0.00595866  0.00221009 -0.02390784
 -0.02793263  0.0011585   0.02742978  0.01151345  0.04579403  0.0137649
  0.00038486  0.0308674 ]"
../test_images/Bahari_HARW-14-00280.R4/image32.jpg,"[ 0.0030853   0.03097361 -0.02619864  0.03908536 -0.0300894   0.00838695
 -0.00223652 -0.00689793 -0.00257882 -0.00577648  0.01605674  0.01829323
  0.00725531  0.004098    0.02174586 -0.01125319  0.01119381  0.00306979
 -0.0003814   0.05268958  0.02883929  0.02016534 -0.04031541 -0.02573336
 -0.0092329  -0.00370723  0.00716206  0.00611578  0.03048183 -0.017108
  0.00151702 -0.01802182  0.01165452  0.00011    -0.02134899  0.0180939
  0.00253783 -0.00698016  0.01887026 -0.01611823 -0.048115    0.01352307
  0.00892935  0.00232861  0.01257895 -0.01352161  0.006685    0.02926234
 -0.00699052  0.02935681  0.03336111  0.03209119  0.00551438  0.03595309
  0.025529    0.01251365  0.00924671  0.02444678  0.02761834 -0.00843996
  0.02053167  0.02995221 -0.00686042 -0.01589733  0.02870816  0.00440423
  0.01699727 -0.02569398  0.00151437  0.00083756  0.01822408  0.0294027
 -0.0119237  -0.0172017   0.0220042   0.014847   -0.01235809  0.00530265
  0.01592449 -0.00616257  0.01929654 -0.00420001 -0.00204824  0.00281159
 -0.05541075 -0.05357903  0.00406126 -0.00624666 -0.0020563  -0.01008081
 -0.0096754  -0.00459721  0.00542107  0.01536739  0.01179898 -0.00462899
  0.00729942 -0.0010086  -0.00716208  0.02441858 -0.03878123 -0.00531361
  0.0256655   0.02354959 -0.0024483   0.00659568  0.05456684  0.01792412
 -0.00450806 -0.00650309 -0.00037357  0.00500159  0.02520384  0.01595109
 -0.00096701  0.00798388 -0.00640551 -0.01715643 -0.0113937  -0.03094758
  0.00320177 -0.01612492 -0.01103557 -0.02572255 -0.00407031  0.01780428
 -0.01956825  0.0157505 ]"
../test_images/Bahari_HARW-14-00280.R4/image36.jpg,"[ 0.0196504  -0.03977024 -0.01614158 -0.00298592 -0.01374404 -0.0024037
  0.02507058 -0.02232001 -0.02885335  0.0044005   0.00538048  0.01271486
 -0.02335764 -0.01533932 -0.01766668  0.04259146  0.02206635 -0.00450717
  0.00941031  0.02054459  0.02246312 -0.01078812  0.01590451  0.005068
  0.02660109  0.03105222 -0.0144111   0.01906876 -0.02773024 -0.01304291
 -0.02762273  0.00881315 -0.00549349  0.01841624  0.02806997 -0.04768138
 -0.0025874   0.00936967  0.02203393  0.01777764 -0.02060559 -0.00270132
 -0.04113008  0.00651714 -0.00296358 -0.00184574 -0.01461526  0.00099353
  0.03044464  0.07205287  0.02036496 -0.04059582 -0.00505292  0.01674517
 -0.01577341  0.00041267  0.00443828 -0.0197519   0.00517961  0.03424226
  0.03308323 -0.00255669  0.03159902 -0.02690456 -0.03218807  0.02855244
 -0.00580992 -0.01124499 -0.03110634  0.01996002  0.00466126  0.00790053
  0.03460165 -0.01209842 -0.03298587 -0.00522227  0.03740631 -0.02551572
 -0.02306718  0.03795825 -0.01578069 -0.04540043  0.03351801  0.011775
  0.00996299  0.02494057 -0.01223164 -0.05010265  0.00203829  0.0231149
 -0.04302813  0.0290811   0.02913472  0.00497546  0.01997438  0.03174821
 -0.00196779  0.03568776 -0.0043823   0.00902912 -0.02897289  0.00097526
  0.03405503  0.01544708 -0.00215037  0.05378464 -0.01248731  0.01956117
 -0.00347792  0.03434615 -0.0113785  -0.0028167   0.0199251   0.0393461
  0.0274853  -0.02913702 -0.02866823  0.00621638  0.02626069  0.01234312
 -0.01822843 -0.03574652 -0.03055612 -0.01616372 -0.01034292  0.02644877
  0.01413581 -0.00976576]"
../test_images/Bahari_HARW-14-00280.R4/image14.jpg,"[ 0.02749686  0.00020431 -0.03348621 -0.01162214  0.01289265  0.02843693
 -0.00733331 -0.02197012 -0.00151041  0.01550686  0.00179515  0.00792753
  0.0164926   0.01137933 -0.03859996  0.01784606 -0.00486656  0.01018059
  0.01690144  0.02480919 -0.01897162 -0.03500691  0.00214759  0.02427448
 -0.02966819  0.02913431 -0.00520519 -0.0277042   0.06217913 -0.01243051
  0.01137621  0.04562568 -0.00726599  0.00336263 -0.01587071  0.0063526
 -0.03545764 -0.04992157 -0.00913659  0.0117572  -0.01455232 -0.00352788
 -0.00329076  0.00916236 -0.00244523 -0.03668797 -0.01231761  0.00295093
  0.01828275 -0.00442466 -0.00954819 -0.0022125   0.0427491  -0.00773516
  0.00975163  0.02745936  0.04940363  0.0014002  -0.00209498  0.00950724
  0.03336152  0.04464306 -0.02332756  0.01521364 -0.01523906  0.00566395
  0.03496261  0.0075636  -0.00144038 -0.05985437  0.00232547  0.00450631
 -0.02064423 -0.00515231  0.00292495  0.01433561 -0.03597068  0.01452238
 -0.02051507 -0.02974385  0.02590212  0.00774279  0.02635188  0.00384857
 -0.00268166  0.01305825 -0.03853082  0.0163807  -0.02046002  0.00874371
 -0.01064205 -0.00333598 -0.01205528 -0.01182714  0.00989244 -0.02604672
  0.04151038 -0.00703451 -0.01161008 -0.03668781  0.00594662  0.00985475
  0.00570274  0.00059103 -0.02379993 -0.01003074 -0.01136573  0.00621386
 -0.00627649 -0.03306309 -0.03902788 -0.04541058  0.01873383  0.03994995
  0.03904387 -0.0009386   0.0390714   0.01284274 -0.03580911  0.00174075
 -0.01491519 -0.0235579   0.00886526 -0.01431779 -0.0258977   0.00102708
 -0.02028582 -0.02782722]"
