images,encodings,ENCODINGS
../images/10633-9642/image2.png,"[-0.02794839  0.02227307  0.01319224  0.04521122  0.02442569 -0.0299275
  0.00125431  0.00028862 -0.02832846  0.02807238  0.01981582  0.00627046
  0.02073325 -0.02088619  0.03093403  0.01147321  0.00745385 -0.02890498
  0.01921077  0.00682192 -0.00160223  0.02905203  0.00243783  0.01705011
 -0.03003871  0.08462834  0.0045576  -0.01687454 -0.0146767  -0.00852883
 -0.04397023  0.02388422 -0.03974891 -0.00144496  0.00584191 -0.00099226
  0.06288159 -0.00018565 -0.02823051 -0.00580894 -0.02196528  0.02461405
  0.01960848 -0.01984408 -0.01781086 -0.03345156  0.03910692  0.03072627
 -0.00099052  0.00118834  0.0157836   0.01730849  0.00234511  0.0458514
  0.00881707 -0.00195518 -0.02902565  0.00290611  0.0630288  -0.03055582
  0.00258146  0.00848904 -0.00531345  0.03486365  0.02741973 -0.04808395
  0.01171951 -0.01394146 -0.04063621 -0.00856091 -0.00335917  0.01103988
  0.00424901  0.01679229 -0.01253965  0.00402137  0.03808844  0.01256677
  0.01179865 -0.01712572 -0.04175453  0.02486891 -0.00969576 -0.02298007
 -0.01950582  0.00838968 -0.02244049  0.00713209  0.00772679  0.0061903
 -0.01532284  0.01425177 -0.02144336  0.06763475  0.02356371 -0.00935675
 -0.00287773 -0.02275521  0.00351564  0.0078343   0.0419573   0.02704551
 -0.03424996  0.01742945 -0.0167893   0.01353277  0.0153112  -0.01642298
 -0.0109299  -0.05264013  0.05013015 -0.01378872  0.02347285 -0.03303889
 -0.01423983  0.00876952  0.01081358  0.00603991 -0.011919   -0.01470326
 -0.04143227 -0.00195684 -0.04846875  0.01307038 -0.03126238  0.01828359
 -0.03278332  0.01457263]","[  1.21048396e-03   8.85634311e-03   1.26359500e-02   1.25112338e-03
   1.84142794e-02  -2.18908638e-02   3.50672379e-02   1.57934148e-02
   6.39924128e-03   9.55693031e-05   1.56397261e-02  -1.67825781e-02
   1.01662874e-02   4.60207323e-03   1.69728920e-02   1.01333652e-02
   3.69045860e-03  -1.19114351e-02   2.28660554e-02   4.19238359e-02
   1.44186923e-02  -1.96945723e-02   3.82469408e-02   1.87596958e-02
   5.03326505e-02   1.87272094e-02   3.42981890e-02  -4.76277210e-02
   2.53845938e-02   1.86283067e-02  -1.09613352e-02   7.73620210e-04
  -1.79666243e-02   3.07008950e-03  -2.70741433e-02  -2.60525756e-02
  -2.76890490e-02  -1.14694901e-03   2.42995229e-02   2.34577581e-02
  -2.10862476e-02   4.80145402e-02  -3.40557992e-02   1.44289182e-02
   3.09803826e-03   6.98385620e-03   2.73288274e-03  -1.70617644e-02
  -8.22255760e-03  -1.56762134e-02   7.29141338e-03   3.91567918e-03
   4.48198151e-03   3.16760549e-03  -2.01611016e-02  -5.61274588e-03
  -2.07331171e-03   1.42792063e-02  -6.59180200e-03   1.72689054e-02
   1.59960687e-02   4.02620248e-02   2.46496070e-02   1.78581886e-02
  -8.69831908e-03  -3.23469304e-02  -2.65788659e-02  -1.57776079e-03
   1.07899066e-02   1.53932758e-02   1.66761540e-02   4.72217761e-02
   1.09835109e-02  -1.99244451e-02   5.22693470e-02   4.64933738e-03
  -3.22723063e-03  -3.13435751e-03  -6.06047874e-03  -7.12059252e-03
   1.31871328e-02   6.00339957e-02   1.95126254e-02  -2.46049464e-02
  -3.79791879e-03   2.88734864e-02  -9.37115867e-04   7.47398520e-03
  -2.74119638e-02  -2.45876494e-04  -9.81432572e-03   3.48085649e-02
   3.75339240e-02   2.80412342e-02   5.07331118e-02  -1.00957062e-02
  -2.68215127e-02   2.04532547e-03  -1.20214745e-02   1.95306744e-02
   3.03475070e-03  -1.87298916e-02  -3.14586684e-02   1.37142669e-02
  -1.77686978e-02   1.84241985e-03  -2.75054611e-02  -3.77468280e-02
   6.30775467e-03   3.47507857e-02   2.54371651e-02  -5.35662752e-03
   1.41025092e-02  -1.00161638e-02   9.00079031e-03   8.54134839e-03
  -6.72586495e-03  -4.11607996e-02   3.45319994e-02   1.82995219e-02
  -3.39782722e-02  -4.27897181e-03   2.49677468e-02   3.94033231e-02
  -2.53477283e-02   3.46252806e-02   4.03743759e-02   9.94309969e-03]"
../images/10633-9642/image3.png,"[ 0.00624936  0.03176975  0.01740068 -0.01784786  0.01892713 -0.02961528
 -0.00858049 -0.04838282  0.03529337 -0.01956764 -0.00423143 -0.03604161
 -0.01663642  0.00963548  0.03553589  0.0149238  -0.02521607 -0.01489769
  0.00386502 -0.01552579  0.00775084  0.00722374 -0.04737804  0.03660363
  0.00016462  0.03216003  0.00302094  0.03204523 -0.02429476  0.03850402
  0.0186214   0.04890475 -0.00606919  0.0129105  -0.00998622 -0.00738293
  0.00595459  0.00532098  0.01126175 -0.0286394   0.01653718 -0.01464916
 -0.01575094 -0.01948312 -0.00128507  0.02335074  0.01586057  0.05122004
  0.00846321  0.02945247 -0.00584557 -0.02350155  0.00817661  0.0129749
  0.02341077  0.00776914 -0.00180908  0.00050883 -0.00704882 -0.00147319
 -0.01589266  0.04465486 -0.00360364 -0.06082978 -0.00532675 -0.02977683
 -0.02233641  0.00695149 -0.05703104 -0.04755516  0.00456385 -0.03099126
 -0.0052231   0.01156491 -0.01374236  0.0211701   0.03538533  0.05237004
 -0.03794073 -0.02232818 -0.00495303 -0.03670058  0.01121013  0.00375939
  0.02192219  0.01277474  0.01296355  0.00899431 -0.00022363 -0.00528145
 -0.01156713 -0.0129944  -0.00229256  0.01222279  0.0073429   0.02101793
 -0.02937884  0.02725464 -0.02548066 -0.03301656 -0.01161053  0.05081277
  0.00710892 -0.02674983 -0.01231646  0.03610085 -0.00795976 -0.02267193
  0.00506192  0.00496432 -0.013134   -0.00732626 -0.04856314 -0.05938451
 -0.00704242  0.01483793 -0.0404916  -0.00454511 -0.00085101 -0.03665048
 -0.00272702 -0.01057473  0.02993615  0.01300012 -0.03797119  0.02937348
  0.00584856  0.0291206 ]","[ 0.04964093  0.00936265 -0.03362987  0.01306531 -0.0379751  -0.02554658
 -0.00178751 -0.00755122 -0.00464734  0.00875433 -0.00767906 -0.01499433
 -0.00174717  0.005739   -0.00479029  0.02055298  0.05292229  0.0043885
  0.00885724 -0.01704077  0.0181594   0.02960076  0.01045979  0.02331716
 -0.01543193 -0.04125069 -0.001235   -0.03025928 -0.01923632  0.01631136
  0.00650048  0.00043137  0.03928665  0.01383378  0.00385369  0.03596839
  0.00720831 -0.01797801  0.02798522 -0.01328166  0.00331297  0.01418705
  0.03967043  0.00179431  0.02840831  0.02866557  0.00462078 -0.00019218
  0.00725988 -0.01105323  0.007903   -0.02954829 -0.03980007 -0.04291217
  0.0340642   0.00388901  0.00856598 -0.00208565 -0.00809872  0.00021854
  0.02048581 -0.03320701  0.00725775 -0.02518803  0.00560081 -0.02478799
  0.01822015  0.02211979 -0.02713208 -0.0147369   0.02033811 -0.00540034
  0.01889354  0.0336649   0.02634966 -0.00252895  0.01662517 -0.01600559
 -0.01482132  0.0141604  -0.01247091 -0.01876187  0.0263909   0.0276357
 -0.03158533  0.00143542  0.0029089  -0.01318928  0.04923433 -0.05155708
 -0.01385913 -0.0264053   0.00340968  0.01592534  0.00017448 -0.01703608
  0.02189296 -0.02037195 -0.01147747  0.00304369  0.00349403 -0.00088354
 -0.02873286 -0.00553515  0.03793046  0.01103627 -0.00830035 -0.02301402
 -0.02119882 -0.02208034 -0.0074323  -0.01053352 -0.01762594 -0.01698112
 -0.00424837  0.01733663 -0.02738937  0.02631319  0.01427869 -0.01414098
  0.00481483  0.01830535 -0.00434731  0.00485586  0.01992672  0.00840394
  0.02618549 -0.01476625]"
../images/10633-9642/image1.png,"[-0.00503699 -0.04376963  0.03899523  0.02489195  0.05116287 -0.00278974
  0.03967873  0.02333492 -0.00552243 -0.034544    0.01326415  0.02536258
  0.01486709 -0.00568467  0.00491369  0.0202291  -0.02933847 -0.00995433
  0.01029826 -0.01723308  0.00303507  0.01377471  0.07114935 -0.01620642
  0.02576267  0.01374367 -0.04563644 -0.0181413  -0.00087702 -0.02462081
 -0.01009816  0.01248993 -0.04565161  0.00561789 -0.00825988 -0.00502995
  0.04104347  0.01782174 -0.00487488  0.04526084 -0.00439826  0.03349435
  0.00572953  0.03687905 -0.01936356 -0.03236223  0.00557654  0.00916325
  0.05564035 -0.02433642 -0.05698147  0.00579158 -0.00122609 -0.03065501
 -0.03416935 -0.0021995   0.00957478  0.03518314 -0.00361553  0.03852322
  0.00101237  0.00566657  0.01759206 -0.01924599 -0.03830066 -0.0508263
 -0.00390705 -0.02875779 -0.005033   -0.00035096 -0.01795727  0.0252368
  0.01587061 -0.02990195 -0.01552058  0.00011971  0.0274459  -0.0522516
  0.01411337 -0.00091491 -0.02881514 -0.01563824  0.02341384 -0.02090386
  0.01010997 -0.01391288  0.02559577  0.0051604  -0.0036046  -0.02763505
 -0.00758686  0.00175693 -0.00239893  0.01195146 -0.00660063  0.01309093
 -0.06104201  0.00056962  0.02732833 -0.00466993 -0.00672728  0.0337741
 -0.01676132  0.00919299 -0.06756221  0.00227056 -0.00926136 -0.0104843
 -0.000482   -0.02936525  0.00243216 -0.00993564  0.02371951  0.00829518
  0.05085712 -0.0309578   0.01438461  0.01720953 -0.04694603  0.0143533
 -0.01751439 -0.01498025  0.00881555 -0.02229979 -0.01281229  0.05240356
 -0.02582226  0.07319856]","[-0.04286622 -0.00277785  0.01289097 -0.0219236  -0.01328082 -0.00666583
 -0.00719603 -0.00712082  0.00462829 -0.02646356 -0.03106582  0.01498843
 -0.00032394  0.02209982 -0.01649354  0.00369215 -0.02855083  0.01158754
  0.02097533 -0.02080399 -0.02420795 -0.01025439  0.00078429 -0.01865878
  0.00534776 -0.05475891 -0.00795371 -0.03431834  0.01593754 -0.02865008
  0.00974563  0.0078402   0.00734963 -0.00462007  0.03774796  0.00857641
 -0.02395781  0.02012897 -0.01515928  0.00301044 -0.03198903  0.05862553
 -0.04100318  0.01156754 -0.0042295  -0.03975204  0.0126912  -0.00942623
  0.05353968 -0.00481064  0.01676173  0.03393717  0.0254669   0.01646185
 -0.02147564 -0.01198126  0.01924066 -0.00290191  0.01288321  0.0341679
 -0.02884284  0.01632411  0.01322529  0.01182627 -0.02203218 -0.02124625
  0.01084138 -0.01752875  0.00081352  0.02134712 -0.0257574  -0.03082082
  0.05115087  0.05013515  0.00364743  0.00208143  0.00531958  0.00085539
  0.00431796 -0.02777956 -0.00092194 -0.02311111 -0.02640152  0.02767142
  0.01719278 -0.00878581 -0.0050667  -0.02575887  0.00037258 -0.00829536
  0.02062195  0.01777388 -0.02144121 -0.00058246 -0.00533708  0.03896794
  0.03251881 -0.01102099  0.0372123  -0.02166118 -0.01833211 -0.03410766
 -0.03524525  0.01601092 -0.02649451 -0.00636501  0.01066515 -0.02414213
  0.02739249 -0.00179329 -0.00508958 -0.01942665  0.0178428   0.00827093
 -0.0131049   0.01918053  0.00418094  0.01067996 -0.02914564  0.01506541
  0.02057844  0.02453201 -0.01631318  0.01683099  0.04032607  0.03021426
 -0.03477705 -0.02400232]"
../images/10029-1715/image2.png,"[ -3.01799476e-02   2.19646376e-02  -3.37630920e-02   7.91577529e-03
   1.80350093e-03   8.95148143e-03   1.32387877e-03   4.91683278e-03
   1.10574812e-02  -2.24360209e-02  -5.90317324e-03  -4.33384739e-02
  -3.80441546e-02  -2.34443601e-02  -1.31499376e-02   2.63243243e-02
   4.69347322e-03   4.78728451e-02  -4.26234826e-02   1.00688608e-02
  -1.13673909e-02   4.76487167e-02  -8.23930949e-02  -2.09269132e-02
  -1.20963845e-02   2.18818597e-02   2.23202128e-02  -1.70011707e-02
  -1.39483120e-02  -3.53088952e-04  -5.61104268e-02   3.23513895e-02
   2.00409107e-02   4.02004384e-02  -2.52264775e-02   2.33184989e-03
  -2.50688056e-03  -1.66323762e-02  -3.42997983e-02  -3.22030450e-04
   1.15918741e-02  -6.18508644e-03  -1.95280425e-02  -2.14605313e-02
  -5.14548970e-03   3.17187570e-02  -6.57597417e-03  -2.34003682e-02
  -3.45606469e-02   1.06403297e-02   4.35034046e-03  -5.77863632e-03
  -5.16150221e-02  -5.71631826e-03   6.31040009e-03   2.95818914e-02
  -8.46563093e-03  -2.46699732e-02  -6.69965334e-03  -2.26669144e-02
   1.02140158e-02  -3.88448383e-03   7.45378947e-03   1.82609987e-02
   1.17993783e-02  -8.14117398e-03  -5.87597489e-03   3.47358026e-02
   4.35267687e-02  -1.11628287e-02  -2.73848046e-02   7.19157187e-03
   2.64791474e-02  -1.99468085e-03   1.59481112e-02  -1.75045729e-02
  -4.69867140e-02  -3.29433978e-02   4.30521462e-03  -4.81391512e-03
   4.88977367e-03   1.79457888e-02   2.65167910e-05  -1.34650478e-02
  -1.09405639e-02   5.34497499e-02   7.29035074e-03  -2.60403790e-02
   2.76889373e-02  -1.10303452e-02   2.04433207e-04   3.57576273e-02
   6.94404263e-03  -1.61245000e-02  -1.51721862e-04  -2.67615076e-02
   8.72339355e-04   9.46409628e-03   4.37028706e-03  -1.82314124e-02
  -5.56883356e-03   2.05564369e-02  -2.34486368e-02  -2.69601010e-02
  -2.24679392e-02   1.42944707e-02   3.26024480e-02  -1.17270639e-02
   1.29812527e-02  -1.29544996e-02   8.19384679e-03  -4.04287353e-02
  -2.25855894e-02   1.85607262e-02   3.96765135e-02  -6.18321523e-02
  -3.83894425e-03  -9.16470308e-03   5.93634229e-03  -2.48209061e-03
   1.06702093e-02   3.53118666e-02   1.22666676e-02  -2.98120920e-02
   2.84375455e-02   4.63683493e-02   2.15960434e-03  -3.09130624e-02]","[ -3.31136137e-02  -1.79103259e-02   1.25563946e-02  -9.71836038e-03
  -4.44859974e-02  -6.32785354e-03   1.05289407e-02   3.52377854e-02
   2.66404189e-02   9.91385803e-03  -3.18505354e-02  -1.04236519e-02
   1.19142104e-02  -3.56641831e-03  -6.01127627e-04  -3.56436670e-02
  -2.03524176e-02  -2.20183246e-02  -1.41521264e-02  -2.76625156e-02
  -1.51872952e-02   2.54007857e-02   3.68372956e-03  -4.22847942e-02
   2.21602693e-02  -2.14109197e-02   6.24217791e-03   2.42774095e-02
   2.80275680e-02  -1.20399306e-02  -6.78132894e-03  -3.03827692e-05
   1.12641742e-02   2.39147712e-02   5.53785227e-02  -1.70017332e-02
  -1.63457897e-02   1.48137957e-02  -1.24720605e-02   1.66493584e-03
  -7.34222727e-03   1.52944401e-02  -2.08977796e-02   1.36243459e-02
   1.01943715e-02  -3.39673609e-02  -2.75403950e-02  -1.28857391e-02
   4.10343660e-03  -1.41595379e-02  -2.85201538e-02   4.74719852e-02
  -8.37567076e-03   1.91277321e-02   2.74678599e-02   2.60618515e-02
  -5.68569498e-03   3.06370016e-03  -1.83773562e-02   1.78249776e-02
   2.56058928e-02  -4.07472486e-03  -3.24617736e-02   1.80153386e-03
  -1.80698913e-02  -3.93083543e-02   1.37222316e-02  -1.73559841e-02
   3.54133500e-03  -2.00028811e-02  -1.02897538e-02  -1.00150965e-02
  -2.28480138e-02   1.11637795e-02  -1.17937010e-02   3.15634022e-03
   4.09301519e-02  -7.42633082e-03  -4.77186497e-03   3.74332219e-02
  -4.68450971e-02   2.34925952e-02   7.05047511e-03  -1.27046192e-02
   7.25672627e-03   7.88860489e-03   5.65660652e-03  -6.19854592e-03
  -3.06506772e-02   2.29551792e-02  -1.47691080e-02  -5.24752326e-02
   7.18242349e-03   1.37559893e-02   5.47274537e-02  -1.71986800e-02
  -1.76848024e-02   3.19334306e-02   2.48362329e-02   2.93423720e-02
   1.85575560e-02  -2.81564221e-02  -8.73301364e-03   2.94605661e-02
   4.32771957e-03  -4.05956954e-02  -1.77161135e-02   8.75925645e-03
  -1.12808477e-02   3.54405269e-02  -2.27467227e-03  -3.50074731e-02
   2.50219256e-02  -9.12758987e-05   7.64250476e-03   1.54125560e-02
  -2.68182848e-02   2.81961001e-02  -4.94108498e-02  -5.16124666e-02
   2.01644283e-03  -1.34593341e-02  -1.42011391e-02  -2.59113824e-03
  -1.46984449e-02   2.48001348e-02  -2.90544722e-02   9.39915236e-03]"
../images/10029-1715/image5.png,"[ -2.05262005e-02   3.78762968e-02  -1.33307243e-03  -4.66072746e-03
   3.00996518e-03  -3.24202999e-02   1.03403153e-02   5.67896180e-02
   1.41759282e-02   4.87872474e-02  -7.77184498e-03   2.34272610e-03
   8.76308419e-03  -5.16895503e-02  -2.98104249e-03   3.17014009e-02
   5.60892113e-02   4.40810435e-03  -4.52490225e-02  -1.01488121e-02
  -1.06638605e-02   8.46098363e-03   2.84875520e-02   4.84626777e-02
   2.73664128e-02  -1.76898204e-02   1.64270634e-04   1.39648290e-02
   1.11873737e-02   3.13205980e-02   3.00289690e-03   1.44726399e-03
   1.97247230e-02   1.20037915e-02  -3.41733582e-02   1.10030815e-04
   3.21541354e-02   7.32661970e-03  -7.32781831e-03  -1.90169923e-02
  -3.39182392e-02  -6.28383365e-03   2.50968672e-02   5.49025461e-03
   1.02348020e-03  -3.28414775e-02  -3.80322225e-02   2.72921678e-02
   1.22904638e-02   6.09060600e-02   4.54650447e-03   2.75334138e-02
   2.11970275e-03  -1.43868132e-02  -3.63458730e-02  -7.53476657e-03
  -4.57475800e-03  -8.01904034e-03   9.73822389e-05  -7.33971922e-03
  -1.42198792e-02   7.72869447e-03   2.13154014e-02  -1.95280798e-02
   2.24091299e-02   3.81501690e-02  -1.31498184e-03   1.66737661e-02
  -1.10084023e-02   1.30242147e-02  -3.75132188e-02   2.72386204e-02
  -1.63841434e-02  -2.58475877e-02  -1.96163692e-02   9.35288519e-03
   6.16465136e-03  -6.22551283e-03   1.76475625e-02   3.29307467e-02
   2.39649154e-02   2.39168685e-02  -2.83685960e-02  -2.37018578e-02
   7.41781890e-02   5.73856309e-02  -4.09150235e-02  -3.27837281e-02
   9.85217653e-03   1.31810261e-02  -5.80949709e-04   3.08809094e-02
   2.84620747e-02   4.38584574e-03  -8.03756434e-03   1.89933833e-02
  -5.75983385e-03   2.56393850e-02   1.62997637e-02  -1.59410518e-02
   1.13488678e-02   1.49946380e-02  -1.11026838e-02  -1.40176807e-03
   1.05924020e-02  -1.82838161e-02   5.11294678e-02   1.00516598e-04
   1.12311747e-02  -2.17192508e-02   8.81234184e-03  -3.25120194e-03
  -2.71139536e-02   1.11825224e-02   6.20847717e-02  -6.14384525e-02
  -7.06889108e-03   2.91601289e-02   1.22371875e-02  -2.95082899e-03
  -2.46780422e-02  -1.41043682e-02  -4.84397449e-02   3.64239179e-02
  -3.28638591e-04  -4.32281606e-02  -1.08896438e-02  -1.22428928e-02]","[ 0.02956377 -0.03032518 -0.00205302 -0.00301688  0.04372628  0.00123863
 -0.04526019  0.03099672  0.00180466  0.00521415 -0.05712321  0.00510988
 -0.02768682 -0.02955794  0.00167682 -0.00664065 -0.00428902 -0.01421191
 -0.01285275  0.00869162 -0.01142999 -0.01555317 -0.02482872  0.01652545
  0.03962884  0.02497436 -0.00994804 -0.01544586  0.00863287  0.00808357
  0.02685722  0.00034401  0.03682993  0.01033789  0.02726054  0.03130587
 -0.03715149  0.03561153 -0.00848733 -0.00161329  0.03943328 -0.00602084
  0.04168215  0.01158437  0.02388144  0.02074082 -0.00131525  0.02543077
 -0.01294885  0.01354628 -0.01825118 -0.00563065  0.0072614  -0.00850696
 -0.00410592  0.01971043 -0.00430459  0.01958453  0.00483946 -0.0166944
  0.00655084 -0.00296647 -0.00556524  0.01259563  0.01209796  0.026256
 -0.04828192  0.03253309 -0.00284001  0.01320557  0.02338408  0.00311846
  0.03184193  0.0078903  -0.00908315  0.02148691  0.0081235   0.01486275
  0.03869152  0.03140509  0.01356173  0.01339676  0.00038277  0.02469705
  0.01933126  0.04337073  0.01036654  0.03774389 -0.03325684 -0.0048606
  0.01848168  0.02882059  0.00114976  0.02829653  0.00918111  0.00515877
 -0.0122649  -0.00940103  0.02302541  0.00653186  0.00775654 -0.03586974
 -0.01170918 -0.02688708  0.00067379 -0.02094807  0.04577214 -0.03658835
 -0.05733329 -0.02859587  0.02946016 -0.02035918 -0.00617692 -0.04355357
  0.00903818  0.00591583 -0.02228962 -0.01215289 -0.03356577  0.01996351
 -0.01169894  0.01317358  0.0045305   0.00250192  0.00595251 -0.05890979
 -0.01507192  0.02548848]"
../images/10029-1715/image3.png,"[  4.02190909e-02  -6.62363973e-03   1.51242064e-02   4.90500033e-03
  -4.86910017e-03  -1.87696852e-02  -1.19577441e-02  -2.42036004e-02
  -1.86855160e-02   3.16675864e-02  -1.16957389e-02   8.74916371e-03
   2.02045124e-02   2.01643985e-02   1.41113985e-03  -9.09279380e-03
   1.84924528e-02  -1.09808277e-02  -3.74746183e-03   3.75332199e-02
   5.12809074e-03   3.32753337e-03   4.16529318e-03   5.53578250e-02
   1.62399765e-02  -4.86340187e-03   5.83391916e-03  -9.33534559e-03
  -3.05076949e-02   2.94337980e-02  -3.37996357e-03  -3.74551527e-02
  -1.84923410e-02  -1.50452247e-02  -6.08087191e-03   3.87211726e-03
  -2.74585118e-03  -2.21235715e-02   5.53722754e-02  -2.35262606e-02
  -4.00393317e-03  -3.91720235e-02   3.17884982e-02   2.16331258e-02
  -5.43883350e-03   4.68927883e-02   3.58143036e-04   1.39958207e-02
  -2.98234764e-02  -1.18865562e-03   5.75212901e-03  -6.93334639e-02
  -1.16293021e-02  -9.81629267e-03   3.01871495e-03   4.13641110e-02
   4.57934011e-03   2.66885310e-02   8.16049054e-03   1.76482778e-02
   1.58744100e-02   4.70127873e-02   1.54475253e-02  -2.94905230e-02
   3.15936767e-02   5.92545257e-04   1.62787437e-02   2.89253220e-02
  -2.66444422e-02   7.58584403e-03  -2.26052273e-02  -2.68001948e-02
  -2.57624350e-02  -4.32544872e-02  -4.58951248e-03   2.78490707e-02
  -1.54259871e-03  -9.47468262e-03   2.42769979e-02  -2.68454459e-02
  -5.13149612e-02  -6.13511819e-03  -1.70314517e-02  -1.50193013e-02
  -2.36487444e-02  -3.46016698e-02  -1.37356101e-02   4.70424704e-02
  -2.01853942e-02  -5.14034145e-02  -6.41448889e-03   2.16649733e-02
  -1.27659049e-02  -4.04679775e-03  -1.75508182e-03   2.49009226e-02
  -3.67060341e-02   1.66270696e-02   3.47086154e-02   1.68041475e-02
   4.51794043e-02   2.15293635e-02  -4.18352932e-02   1.20910071e-02
  -1.71172358e-02  -3.44958976e-02  -2.89050285e-02   1.40445810e-02
   2.30572745e-02   1.34875691e-02   4.10209298e-02   4.39671427e-03
  -2.84947511e-02  -5.00083230e-02  -1.88413309e-03   6.23367503e-02
   5.06260572e-03  -1.19121524e-03  -3.93876955e-02   1.00232307e-02
   5.92765212e-03  -2.27767341e-02   2.78561115e-02  -3.14275175e-02
   2.36416291e-02   8.59648660e-02   9.48997913e-05   1.14418343e-02]","[ 0.05308986  0.02486608 -0.01588312  0.02139097 -0.00688938 -0.04607029
 -0.0109223   0.00486703  0.02206826 -0.02551408 -0.01096258  0.02947842
  0.02019172 -0.04044471  0.03791071  0.00186259 -0.00981486 -0.00951656
 -0.00137481  0.00430288 -0.00915701  0.05250813 -0.00447067 -0.00327257
 -0.00076785 -0.04039649  0.00760695 -0.04333708 -0.0086353  -0.00700041
  0.04295075 -0.03162947  0.01435152  0.02192353 -0.0258275  -0.02625008
  0.03682794 -0.01257072  0.00238757  0.02163772  0.01478718 -0.02051101
  0.01457021 -0.00646577 -0.03518088 -0.00549011  0.03024825  0.03772437
 -0.01420702  0.0101312  -0.01683644  0.03298355 -0.01415136  0.00179872
 -0.03305701 -0.03382801 -0.00384829  0.02848803 -0.01199596 -0.00532649
  0.04308419 -0.028855   -0.02171982  0.0306687  -0.02994049  0.00322907
 -0.00301182  0.00674895  0.0086113  -0.01767682  0.00651522  0.01073021
 -0.00285056  0.01766547 -0.0062722   0.02386335  0.01233327  0.00604118
 -0.01485067 -0.02943871 -0.02701196  0.02315856  0.00339946  0.02529489
  0.00678889  0.03255179  0.02272827 -0.01211991  0.02324781 -0.01020415
 -0.01380232  0.0301523  -0.00678886 -0.00166542 -0.02635278  0.0336691
 -0.03194636  0.00335762 -0.01446087 -0.01816096 -0.01361683 -0.00393894
 -0.0056491  -0.0080163  -0.01696335 -0.02359055 -0.02645979 -0.02293257
  0.02482053  0.00917063 -0.03707967 -0.04142203  0.00040934  0.01182382
  0.02139857  0.0232102  -0.01595847  0.01640032  0.00315865  0.02336706
 -0.0125231  -0.01894326  0.00818036 -0.0210223   0.00437139 -0.03217928
  0.01133813 -0.04479351]"
